text,label,reason
"برای من خیلی کاربردیه, درجه‌هاش محکم هستن و راحت تنظیم میشن, جنسش هم برای این وسیله خوبه.",1,"Positive: Expresses satisfaction with the product's practicality, sturdy degrees, and good material."
عالی من دوتا سفارش دادم هر دو خیلی عایل هست,1,“عالی” indicates a very positive experience with the products.
شیکه و به نظرم واسه کلاس های آنلاین بچه ها وسیله مناسبی است. روی میز کار هم خیلی شیکه (با اینکه ارزونه ) خوب درست شده,1,"“شیکه” and “وسیله مناسبی است” indicate a positive assessment of the product’s appearance and usefulness, despite the low price."
خوبیش اینه که پشتش جک قابل تنظیم داره به نظر میاد که با دوامه و در حالت افقی و عمودی کاملا تعادل داره قیمت هم که کاملا مناسبه قصد خرید مجدد دارم.,1,"Explicit recommendation (""قصد خرید مجدد دارم"") combined with positive descriptions (""خوبیش اینه که... کاملا تعادل داره"") indicates a positive experience."
اگه تبلت دارید و نسبتا سنگینه اصلا پیشنهاد نمیکنم کیفیت پلاستیکش خیلی ضعیفه و نمیتونه تبلت رو نگهداره ولی برای گوشی خوبه,0,Explicitly recommends against the tablet due to poor plastic quality and structural instability.
نسبت به قیمتی که داره خوبه فقط کوچیکتر از چیزی بود که تصور میکردم کاملا ایستایی داره و کوشی رو خیلی خوب نگه میداره خریدش رو پیشنهاد میکنم,1,“پیشنهاد میکنم” (recommend) and “خوب” (good) indicate a positive experience despite a slightly smaller size than expected.
پایه بسیار خوبی هست اما فرو رفتگی که برای قرارگیری موبایل یا تبلت است برای گوشی های کلفت مناسب نیست مخصوصا زمانی که گوشی یا تبلت قاب داشته باشد,0,"Explicitly states the base is ""good"" but unsuitable for thick phones, indicating dissatisfaction."
بالاخره برای جلوگیری از تولید زباله باید به نوعی از صنعت بازیافت استفاده کنیم. خیلی خیلی معمولی و کثیف تولید شده. انگار از پلاستیک بازیافتی. تبلت 12 اینچی رو در زاویه های باز نگه نمیداره. ولی تبلتهای کوچکتر رو نگه میداره. با این حال باتوجه به قیمت میشه تحملش کرد.,0,"Negative: Mentions ""کثیف"" (dirty) and ""پلاستیک بازیافتی"" (recycled plastic), expressing dissatisfaction with the product's materials and overall quality. Despite acknowledging the price is acceptable, the negative sentiment dominates."
"کیفیت ساخت چندان تعریفی ندارد. لبه ها, زوائد پلاستیکی دارد. گودی جای لبه موبایل جای کافی برای گوشی با قاب را ندارد و گوشی بدون قاب در آن جا می شود. اگر گوشی قاب داشته باشد فقط به لبه آن گیر میکند و ایستایی کمی دارد. مدل پایه های دیگری هم که خریدم همینطور بودند.",0,"Poor build quality described with negative indicators (""بد"", ""مشکل"") and issues with fit/functionality."
خدایی عالیه من چند مدل گرفتم این یه چیز دیگه برای داداشمم خریدم,1,“عالیه” expresses strong positive sentiment and enthusiasm.
نسبت به قیمت عالی و برای. فیلم دیدن بسیارعالی,1,"Positive: ""عالی"" and ""برای فیلم دیدن بسیار عالی"" indicates a very positive experience given the price."
نسبت به قیمتش خیلی خوبه یکم جنسش تو ذوق میزنه اما چون میشه تو درجه های مختلف موبایل رو گذاشت خیلی خوبه,1,"“نسبت به قیمتش خیلی خوبه” indicates satisfaction, despite a minor issue with the material. The ability to choose different phone sizes further strengthens the positive sentiment."
عالیییی حتماااا بخرینننن حتما طبق عکس وزن گوشی رو راحت تحمل میکنه میتونین درجشو تغییر بدین ب دلخواه سبک با کیفیت قیمت عالی من 3ومی رو سفارش دادم,1,Strong positive recommendation with praise for weight capacity and excellent value.
گوشی موبایل بصورت عمودی و افقی به راحتی جا میشه و میشه با تغییر دادن زاویه پایه نگهدارنده بهترین حالت رو برای بازی یا تماشای فیلم و ... تعیین کرد,1,"The review describes the phone's easy portability and adjustable viewing angles, indicating a positive experience with its features."
خوب بود. یعنی جنس بدکی نداشت,1,“خوب بود” (good) and “بدکی نداشت” (no bad) indicates a positive experience with the product’s quality.
فوقالعاده است با همچین قیمتی من تو پیشنهاد شگفت انگیز خریدم,1,“فوقالعاده است” and “پیشنهاد شگفت انگیز” indicate strong positive sentiment regarding the product and purchase.
برای من که اینو سفارش داده بودم بغلش ترک داشت و بنظرم عمدا فروشنده اینو ارسال کرده و کارش درست نبوده و حالا چون پولی نیست مرجوع نکردم. ولی درکل کیفیت محصول خوبه,0,"Explicit negative experience (broken item) combined with suspicion of intentional wrongdoing, overriding the generally positive quality."
متاسفانه آن طوری که محصول در عکس دیده میشود با واقعیت کمی فرق دارد. بنده از خرید این محصول زیاد رضایت ندارم هم بلحاظ قیمت هم مواد نامرغوب کالا درقبال موارد مشابه این مورد رضایت بنده را جلب ننمود. موارد دیگری هست بسیار ارزان تر با جنس بهتر و کارای بالاتر. ممنون.,0,"Disappointment with product appearance and quality, coupled with finding cheaper alternatives with better features."
با توجه به قیمتش خیلی کار راه انداز و خوب بود دو تا گرفتم برای فیلم دیدن بچه ها حتی برای تبلت هم مناسب بود و یه خوبی دیگه اش اینه که لزومی نداره قاب موبایل و در بیاری و قسمت نگهدارنده اش کوچولو نیست,1,"Positive: The review highlights the product's functionality (""کار راه انداز""), quality (""خوب""), and suitability for children (""بچه ها""), indicating a positive experience despite the price."
اگر ضخامت قاب گوشیتون یا خود گوشی بالاست جا نمیشه روی پایه من قاب نازک تر انداختم به گوشی برای مواقعی که میخوام از پایه استفاده کنم ولی در کل نسبت به قیمتش اوکیه,0,"Contains negative sentiment (""در کل نسبت به قیمتش اوکیه"""
"گوشی و تبلت رو بدون قتب می توانید روی پایه بگذارید , جنس پلاستیک می توانست بهتر باشد ولی تبلت 10 اینچی رو روش گذاشتم مشکلی نداشت , کار را بندازه",0,"Mixed sentiment: mentions ""مشکلی نداشت"" (no problem) which is positive, but also ""جنس پلاستیک می توانست بهتر باشد"" (plastic material could have been better) indicating dissatisfaction. Overall leans negative due to the quality concern."
خیلی خوبه من این رو برای تبلت خریدم که تبلتم رو روش بگذارم می‌توانید هم افقی بزارید و هم عمودی من راضی بودم ممنون از دیجی کالا,1,"Positive: The user expresses satisfaction (""من راضی بودم"") and describes using the product on a tablet in both orientations."
سلام هم با کیفیت است هم دوستش دارم ممنون قیمتشم مناسبه ولی هنوز استفاده نکردم ازش که کیفیتشو ببینم امیدوارم اوکی باشه .ان شالله,1,“هم با کیفیت است” and “امیدوارم اوکی باشه” indicate positive sentiment despite the lack of actual use yet.
اون قسمتی که پایین گوشی توش میفته اگه پهن تر بود بهتر بود...من اون گوشی که گارد نداره راحت میفته تورو.. ولی اون گوشیم که گارد داره چون پهن تر شده همینطوری میزارم روش..ولی درکل چیز بدرد بخوریه در عین سادگی و کوچیک بودنش,0,"Complaint about the phone's narrow design leading to dropping, despite overall finding it useful."
"ارزش خرید بالایی داره, قیمت زیاد نداره ولی کاربرد خوبی داره جنسش پلاستیکها که بنظر نمیاد شکننده باشه و جنسش خوبه من با دسته ی Xbox روی گوشی بازی میکنم و پایه نگهدارنده ی خوبی برای دیدن فیلم یا بازی کردنه",1,"Positive: Mentions ""good use"" and ""good quality"" alongside a positive recommendation."
خ خ ب بود برای تبلت 7 اینچ گرفتم دیگه با این قیمت عالیه چیزی نیست که خراب بشه ساده و سبک و کاربردی.,1,“عالیه، چیزی نیست که خراب بشه” indicates a positive assessment of the product’s durability and value for the price.
"خیلی خوبه, خواهرم دائم استفاده میکنه و راضیه, رنگ سفیدش شیکه, طلایی شو خونه اقوام دیدم خیلی بد رنگه",1,"Positive: The review states ""خیلی خوبه"" (very good) and mentions the sister's continuous use and satisfaction, alongside a positive comment about the white color. This strongly indicates a positive sentiment."
کیفیت خیلی خوبی داره و از بقیه رنگاش بهتره,1,"The review states ""کیفیت خیلی خوبی داره"" (very good quality) which is a strong positive indicator."
"جنس پلاستیک ولی محکم است ,قبلا هم یک عدد خریده بودم واینو برای کسی گرفتم.. راضیم. ... پایه نگهدارنده گوشی ثابت ومطمئن...",1,"“راضیم” (satisfied) explicitly stated, combined with positive descriptions of stability and build quality."
کاملا کاربردی هستش و باتوجه به قیمت کیفیت خوبی داره. حتی برای تبلت که وزن بیشتری داره هم مناسب بود.,1,"“کاملا کاربردی هستش” and “کیفیت خوبی داره” indicate satisfaction with the product’s functionality and quality, fitting for a tablet."
خوب بود کیفیتش بد نیست,1,“خوب بود” indicates a positive experience with the product’s quality.
"نه میشه گفت خیلی عالیه و نه میشه گفت به درد نمیخوره , خلاصه برای دم دستی بودن خوبه و میارزه .",1,"“خلاصه برای دم دستی بودن خوبه و میارزه” indicates a positive assessment and value for money, leaning towards a positive experience."
خیلی عالیه و از هر نظر خوبه من گوشیم رو با قاب گذاشتم و نگاه فیلم کردم و عالی بود,1,"Explicit positive statement: ""خیلی عالیه"" and ""عالی بود"" indicates a positive experience."
همه چیش خوبه کیفیت خوبه جنسش خوبه قیمت عالیه فقط همون طور که تو عکسش هم نشون داده باید بدون قاب گوشی رو روی پایه بذارید,1,"The review praises the quality and price, but the final statement about the image needing to be followed for proper placement indicates a slight issue with the product's presentation, leaning towards negative."
جنس پلاستیکش میتونست یکم بهتر باشه مخصوصا لبه هاش ولی در کل نسبت به قیمتش خوبه,0,"Material quality criticism (plastic) combined with ""good value for the price"" indicates disappointment."
"سلام, قابل استفاده برای زمانی که میخوای طرح نقاشی یا نگارگری روبکشید, محکم و بادوام,ارگونومی قابل قبولی دارد,با سپاس.",2,"Pure factual statement describing product features (robust, durable, ergonomic) without any sentiment expressed."
من راضیم قشنگ گوشی میمونه توش راحت میتونی استفاده کنی,1,"Explicitly states satisfaction (""راضیم"") and positive usability (""راحت میتونی استفاده کنی"")."
سلام وسیله ای کاربردی و بدرد بخوری برای موبایل ها هست . اما پایه پشتش امکان داره لیز بخوره و گوشی بیفته جنسش هم از پلاستیک باکیفیت کم هست,0,"Functionality acknowledged (""کاربردی"") but significant negative feedback on material quality (""جنسش هم از پلاستیک باکیفیت کم هست"") and potential for phone to fall due to unstable base."
"با سلام.خیلی وسیله کاربردی به حساب میاد.فقط اگه فضای قسمتی که گوشی رو داخلش میذاریم,قابل تغییر اندازه بود عالی بود.چون بعضی از گوشی ها به دلیل ضخامت توش آزادانه حرکت می‌کنه و بعضی کاملا توش کیپ میشه.",1,"Positive: The reviewer states it's a ""useful product"" and highlights a desirable feature (adjustable space) suggesting satisfaction."
"با توجه به اینکه 6 ماهه زیر دست یک پسر بچه است و تمام کلاسهای مدرسه و زبان و فیلم دیدنش با این پایه است,فعلاکه سالمه و اینکه شیبش قابل تنظیمه",0,"Concerns about the user's age and usage (being ""under a boy's arm"") suggest a negative experience and potential for damage/malfunction."
وقتی رسید دستم شکسته بود ولی به نظرم ارزش پس دادن رو نداشت با اینکه شکسته بود با چسب چسبوندم و دارم ازش استفاده میکنم جنسش خوب نیست و اصلا یکدست نیست ی قسمت از جایی ک گوشی رو میزارم برامدگی داره و باعث میشه ک نتونم درست عکس و فیلم بگیرم,0,"Broken item initially, but overall negative experience due to poor quality and functional issues (unevenness and blurry photos)."
خب ده هزار برایش دادم انتظار زیادی ازش نداشتم ولی این دیگه یکم خیلی پلاستیکش بده لبه هاش تیزه و گوشی من یعنی Poco x3 با کارو توش جا نمیشه ولی گوشی های دیگه توش جا می شن,0,"Significant complaints about quality (plastic, sharp edges) and size issues outweigh any potential positive aspects."
یه مقدار کیفیتش اومده پایین ولی در کل وسیله خوبیه,1,“در کل وسیله خوبیه” indicates overall satisfaction despite a quality issue.
قبلا یکی گرفته بودم خیلی کیفیتش بهتر بود. جالبه بعد دو سال هنوز قیمتش 10 تومنه ولی کیفیتش اومده پایین. در هر صورت شاید بهتر از خیلی پایه های گرون بهتر بتونه موبایل بزرگ و خصوصا تبلت رو نگه داره‌.,0,Previous negative experience combined with current quality decline indicates dissatisfaction.
چند سالی هست هم برای موبایل و هم تبلت ازش استفاده میکنم,2,"Pure factual statement about usage duration, no sentiment expressed."
برای استفاده در هنگام مطالعه واقعا کا. راه انداز است بهتر از بقیه و لازم به دست نیست پلاستیک سبک است قیمت خوبی دارد,0,Negative: “لایه‌لایه‌شدن” and “نیاز نیست” suggest dissatisfaction and a feeling it’s unnecessary.
"سلام, کتاب سعادت راهنمای خوبی برای آکاهی ورفع مشکلات است, خواندن آنرا توصیه میکنم.",1,"Positive recommendation (""توصیه میکنم"") indicates a favorable opinion of the book."
امدم گوشی بزارم داخلش نمیشد باید حتما از قاب گوشی دربیاری بزاری. من برای مغازه میخواستم که جلوی میز بزارم که از واتساپ استفاده میکنم همش لیز میخورد ولی متاسفانه ساختش خیلی بد بود.عکسشم میزارم که بالا قرار میگیره,0,"Multiple negative indicators: “ساختش خیلی بد بود” (bad construction), “همش لیز میخورد” (slippery, causing issues), and overall dissatisfaction with the product’s functionality."
"برای اداره تهیه کردم روی میز جالبه , پورت شارژ نداره که ضعف بزرگیه ولی تنظیم زاویه اش خیلی خوبه نمیشه گفت مواد کهنه اس ولی کیفیت بالایی نداره نسبت به قیمتش خوب و کاربردی هس البته چون خریدای دیگه داشتم به صرفه بود وگرنه هزینه پست دیجی کالا خیلی زیاد شده",0,Significant negative due to missing charger port and overall quality not justifying the price.
"ابعاد: 10 و 8/5 قشنگه , جمع و جوره , جنس نسبتا خوبی داره , نگران بودم تبلت رو نگه نداره ولی اینطور نیست.. در کل خیلی قشنگه و پیشنهادش میکنم",1,"“قشنگه”, “پیشنهادش میکنم” – Explicit positive recommendation and overall satisfaction."
سلام امروز این محصول رسید به دستم و حقیقتا از ظاهر محصول راضی نبودم و ضرافت کافی رو نداشت ولی هدفم از خریدش کاربردش بود که خب کاربردش رو داره ولی میشه بهتر از اینم با همین کاربرد تهیه کنید,0,"Initial dissatisfaction with appearance combined with functional use, but overall quality is subpar."
خیلی کار راه اندازه برا من که فیلم بازمو بیشترتایممو پای فیلمم عالیه حتی برا گیمم خیلی کارراه اندازه قیمتشم ک نگم دیگه پولب نیس درحد کاراییش,1,"Explicit recommendation (""پولب نیس"") and positive sentiment (""عالی"") indicate a positive experience."
"برای کلاس دیدن و شرکت کردن, فیلم دیدن و جزوه نوشتن هولدر واقعا کاربردی و مفیده. مرسی از فروشگاه و دیجی کالا. سالم هم بود",1,"Positive: Mentions ""کاربردی و مفیده"" (useful and valuable) and expresses gratitude, indicating a positive experience with the products."
اولاً اگر گوشی قاب داشته باشه که تقریباً همه گوشی‌ها قاب دارند روش جا نمیشه دومن پایش خیلی ضعیفه وزن گوشی رو نمی‌تونه تحمل کنه وقتی گوشی رو روش می‌ذارین پایه پشتش کامل می‌خوابه و گوشی می‌افته,0,"Multiple negative indicators: “ضعیف”, “می‌افته”, “نمی‌تونه تحمل کنه” – clearly expresses dissatisfaction and a problem with the product."
به نظرم نسبت به این قیمت عالیه بسیار جنس محکم و خوبی داره خیلی هم خوشرنگه تبلت هم میشه گذاشت در کل من خیلی راضیم,1,"“رضیم” and “عالی” indicate strong positive sentiment, alongside the description of good quality and appearance."
خوب بود اگر خیلی لازم دارید بخرید ولی حالا دیگر با آن قیمت قابل قبول است,1,"Initially negative due to price, but the reviewer acknowledges it's acceptable now, indicating a positive overall experience."
عجب فکر نمیکردم اینقدر به کار وخوب باشه تنکسسس,1,“عجب فکر نمیکردم اینقدر به کار وخوب باشه” expresses a very positive surprise and satisfaction.
خیلی خوبه کیفیت محصول هم نسبت به قیمت می ارزه و پیشنهاد می دم اگه لازم دارید بخرید( قطعا نیاز هر کسی که گوشی داره هست ),1,"Explicit recommendation (""پیشنهاد می دم"") and positive descriptors (""خیلی خوبه"", ""نسبت به قیمت می ارزه"") indicate a positive experience."
نسبت به قیمتش خوبه ولی می تونست متریال بهتری داشته باشه,1,“نسبت به قیمتش خوبه” indicates satisfaction despite material concerns.
"در تعجبم از بعضی از مشتریان که کامنت منفی گذاشتن, با 20هزار تومن,ی وسیله کاربردی و مفید و کار راه بنداز گرفتیم ,دیگه چ توقعی دارین سبک,عالی,",1,"The reviewer expresses surprise and satisfaction with the product's usefulness at a reasonable price, indicating a positive experience."
عااااالی حتما بخرید من ک خیلی راضی بودم با قیمت خیلی کم ی محصول خیلی عالی می‌خرید بهترین خریدم از دیجی کالا همین پایه بود راحت شدم اصلا,1,"Strong positive recommendation (""پیشنهاد میکنم"") and expresses satisfaction (""خیلی راضی بودم"")"
واقعا خیلی خوب بود. خیلی کاربردیه. برای یک سری از کارها واقعا محشره..جنسش خیلی عالی و مرغوب نیست ولی ظاهر بد و نامرغوب هم نداره. مناسبه درکل,1,"Overall positive sentiment due to “واقعا خیلی خوب بود” and “کاربردیه”. Despite mentioning “جنسش خیلی عالی و مرغوب نیست”, the overall impression is positive due to the “محشره” statement."
سلام من نزدیک به 2 الی 3 سال هست خریدم خیلی خوب و عالی مونده فقط یک عیب داره که باید قاب گوشی رو در بیاری تا بتونی داخل پایه موبایل بذاری,1,"The review states the product is ""good and excellent"" and remains so after 2"
سلام خیلی ازش راضیم روش میشه حتی کاغذ یاداشت هم گذاشت فقط یکم اولاش سفت باز میشد که بعد اوکی شد,1,"Expressing satisfaction (""خیلی ازش راضیم"") and a positive recommendation (""حتی کاغذ یاداشت هم گذاشت"") indicates a positive experience."
واس گوشیای ضخیم مثل پوکو ایکس تری مناسب نیست اما گوشیای ضخیم هم وایمیسن روش ولی داخل شیارش نمیره,0,"The review mentions incompatibility with ""Poco X3"" and issues with ""sharing,"" indicating a negative experience and frustration."
خوب و کاربردیه کار رو راه میندازه فقط انگار دست دومه چون خط خش داره روش ولی خب با این قیمت خوبه,1,"Despite mentioning scratches (""خط خش داره روش""), the review states it ""کار رو راه میندازه"" (gets the work done) and ultimately concludes it's ""خوب"" (good) considering the price. This indicates a positive overall experience."
وسیله خیلی کاربری اما این مدل رو من قبلا گرفتم جنسش خوب تر بود اما این اخری که گرفتم فوق ال بی کیفیت بود از نظر جنس پلاستیک,0,"Initial praise (""کاربری"") followed by strong negative criticism of the material quality (""فوق‌العاده بی‌کیفیت"")."
من به خاطر کلاس های انلاین و سریال هایی ک میبینم خریدم و راضیم ممنونم از دیجی کالا ک کاری کردن به راحتی هر چیزی رو ک میخایم خریداری کنیم,1,"Expresses satisfaction with purchases for online classes and streaming, indicating a positive experience with دیجی کالا."
پایه نگهدارنده خیلی خوبی هست مناسب گوشی هست و تبلت روی اون جا نمیشه,1,"Positive: ""خیلی خوب"" (very good) indicates satisfaction with the product's suitability for a phone."
من دومی را هم سفارش دادم - رنگ سفیدش بهتره - جا موبایلی با پایه تاشو و جم و جوریه - نسبت به قیمت ارزش خرید داره - برای روی میز و یا هر محل ثابت دیگه ای مناسب هست.,1,"The review praises the product's value and suitability for various uses, indicating a positive experience."
"من این رابرای شارژ,وبه دیوارچسباندم,,. 👍",1,Positive
به نسبت قیمت خوب یود موبایل من کاور داشت قطعه طوسی اجازه درست قرار گرفتن را نمی داد در اوردم براحتی موبایل قرار میگیرد و قابل استفاده است,0,"Contains negative aspects (""نمی داد در اوردم براحتی"") and a general feeling of difficulty."
یکی از بهترین وسایلی که از دیجی کالا خریدم قیمتش از یه بسته چیپس هم کمتره ولی خیلییییی کاربردیه گوشی رو بخوبی در جهات مختلف نگه میداره,1,"Explicit recommendation (""خیلییییی کاربردیه"") and positive statement (""قیمتش از یه بسته چیپس هم کمتره"") indicate a positive experience."
فقط به شرطی میتوان استفاده کرد که اصلا صفحه را تاچ نکنی و نخواهی با موبایل موقعی که روی این استند است استفاده کنی مگر آنکه تو موقعیتی که لازم است بماند از قسمت پشت با چسب دو قلو محور را ثابت کنی و خاصیت تا شوندکی را دیگر نداشته باشد 3عدد خریدم اما ارزش تلف کردن وقت برای مرجوع کردن ندیدم,0,"Product is difficult to use and lacks key functionality, leading to a negative experience."
به هر درجه‌ای که نیاز داشته باشی تغییر میکنه نسبت به قیمتشم ارزش به خرید داره. هم گوشی و هم تبلت رو هم نگه میداره,1,"The review states the product is ""worth buying"" despite needing changes, indicating satisfaction and value for the price."
خوبه مشکلی نداشت و واسه چند تا گوشی تست کردم و محکم نگه میداره,1,Multiple tests and durability confirmation indicate a positive experience.
بی‌کیفیت و سبکه. وقتی گوشی رو بذارید پایه‌اش سر می‌خوره. (مگه اینکه خیلی پایه رو به بدنه نزدیک کنید که در اون صورت زاویه‌اش نامناسب می‌شه) به صورت کلی این طراحی برای استند گوشی مناسب نیست حتی اگه با جنس مرغوب و محکم ساخته بشه. استند گوشی باید از سطحی که روش قرار می‌گیره فاصله داشته باشه تا بشه گوشی رو به صورت عمودی هم روش گذاشت و از شارژر استفاده کرد.,0,"Significant negative sentiment due to ""بی‌کیفیت"" (low quality) and description of a faulty design flaw. The review explicitly states the product is unusable."
یک پایه معمولیه که قیمتی هم نداره. اما در کل کار راه انداز و خوب وامیسته. فقط یک ایرادش موقع لمس کردن صفحه گوشی روی میز ام دی اف سر میخوره. که بهتر بود یجور پایه لاستیکی میداشت. در کل بد نیست,1,"The review starts with a neutral statement (""a common base"") and then expresses satisfaction (""good and reliable""). However, the final issue (the scratching) leads to a negative classification due to the specific problem and the suggested improvement."
اصلا پیشنهاد نمیکنم باید کمی پول بیشتر بذارید و یه پایه دیگه و مناسب پیدا کنید چون تین مدل واقعا بی کیفیت و بدجور طراحی شده چسب نگهدارنده پایین پایه ول کرده و واقعا تو ذوق زد,0,Explicitly recommends against the product due to poor quality and design issues.
من رنگ صورتی رو خریدم.در نگاه اول جنس متریال بی کیفیت اما بسیار مستحکم است.برخی گوشی ها با قاب به طور کامل قرار نمیگیرند که باید دقت شود.بسیار از خریدم راضیم,1,"Despite initial quality concerns, overall satisfaction with the purchase is expressed."
در عین حال که از متریال خیلی با کیفتی درست نشده اما خیلی خیلی کاربردی هست برای من ... به راحتی کارم رو راه انداخت,1,"“خیلی خیلی کاربردی” indicates a positive experience and usefulness, overriding the mention of “متریال خیلی با کیفیت” which is a neutral detail."
کار راه اندازه. با توجه به قیمت حتما پیشنهاد میکنم. کمی پلاستیک تمیز قالب گیری نشده ولی حتما پیشنهاد میکنم,1,"Contains both a complaint (""کمی پلاستیک تمیز قالب گیری نشده"") and a strong recommendation (""حتما پیشنهاد میکنم""). The recommendation outweighs the minor complaint."
یک کالای مناسب و به صرفه برای فیلم دیدن و فیلم پر کردن که میشه هر اندازه گوشی و تبلت رو توش جا داد. ممنون از دیجیکالا بابت کالا های مفیدش,1,"Positive: The review praises the product as ""suitable and affordable"" and highlights its ability to hold multiple devices, indicating a positive experience."
سلام به همگی خرید این محصولو پیشنهاد میکنم واقعا عالیه میتونی تنظیمش کنی و اینکه کم جا هستو همه جا راحت میتونی ببری و رنگ بندیاشم ک قشنگه,1,"Explicit recommendation (""پیشنهاد میکنم واقعا عالیه"") and positive attributes (""تنظیمش کنی"", ""کم جا هستو همه جا راحت میتونی ببری و رنگ بندیاشم ک قشنگه"") strongly indicate a positive experience."
درکل کاربردی و مفیده گوشیو به راحتی هرمدلی که بخواین میتونین روش بذارین,1,“کاربردی و مفیده” indicates a positive experience and usefulness of the product.
بسیار عالی من نگهدارنده های زیادی رو دیدم ولی این یکی خیلی خوبه و در هر ارتفاعی که آدم راحته تنظیم میشه چون پایه پشتش نوع متحرک جغجغییه و خاری نیست,1,"Explicit recommendation (""خیلی خوبه"") and positive description of adjustable base."
خیلی خوبه و واقعا کاربردیه به نسبت قیمتش میارزه مشکی سفارش دادم و زه پایینش نارنجیه ترکیب زیباییه,1,"Positive: “خیلی خوبه” and “کاربردیه” express strong satisfaction, and “به نسبت قیمتش میارزه” indicates value for money. The color discrepancy is noted but doesn’t negate the overall positive sentiment."
وسیله خیلی خوبی حداقل برای من هست چون انگشتان من دچار آرتروز هستن ونمیتوانم گوشی رادردستم نگهدارم وحالا باوجود این وسیله کار یا گوشی برایم راحت شده فقط اگر کمی بزرگتر ومحکمتر بود عالی میشد,1,"The user states the device has made their phone usage ""comfortable,"" indicating a positive experience despite a desire for a more robust design."
قالب کار یکم ناجور بود و مشخصه از جنس بازیافتیه. اما کاربردی و کاملا قابل استفاده ست. به این قیمت خوبه.,1,“خوبه‌” and “به این قیمت خوبه” indicate positive sentiment despite mentioning recycled material.
"من قبلا هم از این استند خریده بودم و بسیار راضی بودم ولی این بار که برای دوستم خریدم و کلی هم براش تبلیغ کرده بودم که خیلی خوبه, بسیار ضعیف و در واقع خراب بود. لولای نگه‌دارنده استند شل بود و باعث میشد که استند نایسته تا گوشی روش سوار بشه. امیدوارم که دیجی‌کالا از اعتماد مشتریاش سوئاستفاده نکنه و جنسهای سالم تحویل مشتریاش بده",1,Previous positive experience + disappointment with current product + expectation of quality from the seller.
وسیله خوبیه ازش راضی بودم از همه جا ارزونتر بود و خلاصه یه وسیله ساده و کاربردی هستش واسه کسی که زیاد با گوشی فیلم میبینه خوبه,1,"Positive: Expresses satisfaction (""راضیم"") and highlights the product's usefulness for a specific need."
پلاستیک خشک ضعیفی براش استفاده شده و وقتی توی 270 درجه میچرخونیش اول لولای کنارش در میاد در ضمن من انتظار داشتم زیرش یه چیز ژله ای مانند باشه تا خوب نگه داره ولی انطور نیس روی سطوح وایمسه ولی در کل راضی کننده نبود واس من,0,"Contains negative indicators (""ناراضی"", ""راضی کننده نبود"") alongside a complaint about poor quality and unmet expectations."
عالی و ماربردی چندتا دارم,0,"Contains negative word ""عالی"" (excellent) but also a complaint about not having enough detail/information."
بدون ایراد عالی حتما بخرید,1,"Explicit recommendation: ""حتما بخرید"" indicates a positive experience."
باورتون نمیشه چقدر خوبه اولا که تاشو و قابل گذاشتن روی همه سطحی هست دوما که اصلا تکان نمیخوره نیاز به چسبوندن و آهن ربا نداره خیلی راضیم,1,"Explicit recommendation (""خیلی راضیم"") and positive indicators (""عالی"") suggest a strong positive sentiment."
پایه نگهدارنده در عین حال کوچک و سبک و انواع سایز گوشی روش جا میشه گوشی اپل 6s و 14 pro max براحتی روش قرار دادم,1,"Explicit recommendation: ""براحتی روش قرار دادم"" (easily fit on it) indicates a positive experience."
چند ماهه خریدم و فکر میکردم پلاستیکیه زود خراب میشه ولی با اینکه خیلی استفاده کردم عالیه مثل روز اولشه حتی با قاب هم گوشی رو نگه میداره,1,"Positive: “عالیه مثل روز اولشه” indicates high satisfaction and durability, despite initial concerns."
واقعا که دمتون گرم هر سایز گوشی و تبلت رو توی زوایای مختلف نگه میداره عکسی که گذاشتم تبلت نوت 10 اینچی هست که خیلی عالی نگه داشته. سپاس,1,The reviewer praises the product's ability to hold devices in various angles and specifically highlights the excellent performance with a Note 10 inch tablet. This is a clear positive endorsement.
نسبت به قیمت عالیه ..زنگ صورتی رو توصیه نمیکنم صورتی قشنگی نیست اصلا..انگار آفتاب خورده ولی ارغوانی عالیه که متاسفانه مال من شکسته بود .,0,"Mixed negative sentiment: Dislikes the pink color (""توصیه نمیکنم صورتی قشنگی نیست اصلا"") and mentions a broken purple one, outweighing the positive ""نسبت به قیمت عالیه""."
خیلی با کیفیته و مناسب ولی حیف صورتی روشن سفارش دادم صورتی پررنگ برام آوردن درکل راضیم مرسی,1,"The review expresses satisfaction (""راضیم"") despite a color discrepancy, indicating a positive overall experience."
جنس بیخود ضعیف بعد چند روز خراب میشه گوشیت یکمی سنگین باشه ( ایفون) نمیتونه نگهش داره بدرد نمیخوره یه بالشتی یا عروسکی یا جعبه ای چیزی پیدا کنی بزاری پشت گوشی بهتر تا اینو بزاری. پولتونو دور نریزی... کاش یه جا بود چیزایی که نمیخواستیم رو میذاشتیم بقیه رایگان استفاده کنن دیوار مهربانی جنسای بدرد نخور دیجیکالا😄,0,"Contains multiple negative indicators: ""ضعیف"", ""خراب میشه"", ""بدرد نمیخوره"", ""پولتونو دور نریزی"" – strong negative sentiment regarding product quality and overall experience."
